interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi		referenceType	primarySource	enteredBy	notes
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee	queen	http://purl.obolibrary.org/obo/FBcv_0000334	adult		http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2889373	Fagopyrum esculentum		Polygonaceae	buckwheat 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			early August - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee	queen	http://purl.obolibrary.org/obo/FBcv_0000334	adult		http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2889373	Fagopyrum esculentum		Polygonaceae	buckwheat 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			early August - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340493	Bombus terricola		Apidae	yellow-banded bumble bee	queen	http://purl.obolibrary.org/obo/FBcv_0000334	adult		http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2889373	Fagopyrum esculentum		Polygonaceae	buckwheat 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			early August - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee	queen	http://purl.obolibrary.org/obo/FBcv_0000334	adult		http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2889373	Fagopyrum esculentum		Polygonaceae	buckwheat 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			early August - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340373	Bombus borealis 		Apidae	northern amber bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/5388868	Solidago		Asteraceae	goldenrod			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/5388868	Solidago		Asteraceae	goldenrod			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/5388868	Solidago		Asteraceae	goldenrod			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/5388868	Solidago		Asteraceae	goldenrod			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2988638	Rubus		Rosaceae	brambles			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			mid July, for <2 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2883070	Rhododendron  canadense		Ericaceae	rhodora			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late May, for <2 weeks, (before blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2883070	Rhododendron  canadense		Ericaceae	rhodora			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late May, for <2 weeks, (before blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/2883070	Rhododendron  canadense		Ericaceae	rhodora			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late May, for <2 weeks, (before blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340373	Bombus borealis 		Apidae	northern amber bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3113414	Cirsium arvense		Asteraceae	Canada thistle 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - mid August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3113414	Cirsium arvense		Asteraceae	Canada thistle 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3113414	Cirsium arvense		Asteraceae	Canada thistle 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3113414	Cirsium arvense		Asteraceae	Canada thistle 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/5394163	Taraxacum officinale		Asteraceae	dandelion 			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late May, for one day, (before blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340373	Bombus borealis 		Apidae	northern amber bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3188783	Chamerion  angustifolium		Onagraceae	fireweed			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3188783	Chamerion  angustifolium		Onagraceae	fireweed			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3188783	Chamerion  angustifolium		Onagraceae	fireweed			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340493	Bombus terricola		Apidae	yellow-banded bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3188783	Chamerion  angustifolium		Onagraceae	fireweed			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340472	Bombus vagans		Apidae	half-black bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/3188783	Chamerion  angustifolium		Onagraceae	fireweed			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late July - late August, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340373	Bombus borealis 		Apidae	northern amber bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8395064	Rosa		Rosaceae	wild rose			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late July, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340350	Bombus impatiens		Apidae	eastern bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8395064	Rosa		Rosaceae	wild rose			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late July, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340516	Bombus ternarius		Apidae	orange-belted bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8395064	Rosa		Rosaceae	wild rose			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late July, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
	literatureRecord	https://www.gbif.org/species/1340493	Bombus terricola		Apidae	yellow-banded bumble bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.gbif.org/species/8395064	Rosa		Rosaceae	wild rose			Canada	New Brunswick		Acadian Peninsula, along lowbush blueberry field margins			Agricultural 			137210	approximate midpoint beween three observation sites: 47.238333, -65.114167, 47.556667, -64.952500, 47.506389, -65.142500			late June - late July, for 2-3 weeks, (after blueberry bloom), observations recorded between 25 May 2012 and 22 August 2012, with the exception of the period of blueberry bloom (approximately three  weeks) (early-mid June)				McCallum, R.S. and McLean, N.L. 2017. Floral resources and bumble bee abundance in lowbush blueberry field margins. Journal of the Acadian Entomological Society, 13: 37–45. ISSN 1710-4033.	Journal Article	TRUE	Janice Van Wagner	
